ATO_ID,ra,dec
J158.9490+09.7639,158.94901,9.76395
J306.8059+31.1566,306.80598,31.15663
J029.2898+50.9965,29.28988,50.99657
J250.3498-15.3893,250.34981,-15.3893
J158.9915+13.8835,158.99153,13.88357
J358.5203+49.7101,358.52032,49.71017
J306.8544+35.0523,306.8545,35.05233
J288.4094-15.7284,288.40942,-15.72846
J291.7014+36.1721,291.70143,36.17211
J124.7521-18.7934,124.75217,-18.79349
J090.3430-03.7002,90.34303,-3.70025
J158.8914-18.0053,158.89148,-18.00533
J278.9978+33.9400,278.99784,33.94004
J278.8897+34.1296,278.88976,34.12963
J090.5252-05.3843,90.52526,-5.38432
J219.1614-04.2555,219.16142,-4.25553
J083.1998+05.1001,83.19986,5.1001
J090.8537-15.0675,90.85376,-15.06757
J219.3185-31.9390,219.31856,-31.93909
J030.6621+40.5921,30.66219,40.59212
J300.8245-02.6478,300.82459,-2.64789
J358.6006+58.0989,358.60069,58.09894
J288.7169-17.5221,288.71695,-17.52214
J090.2430-21.3428,90.24303,-21.34288
J098.6520+16.8407,98.65203,16.84077
J263.3374+55.1000,263.33741,55.10009
J030.7849+44.1731,30.78495,44.17315
J131.7187-27.4979,131.71876,-27.49799
J131.9081-27.3900,131.9081,-27.39005
J085.8727+40.5731,85.87279,40.57316
J094.4427+19.2318,94.44276,19.23188
J320.3196+25.1229,320.31964,25.12295
J094.4813+21.6587,94.48132,21.65876
J005.0002+54.9518,5.0002,54.95189
J256.0400-19.5285,256.04001,-19.52852
J236.1820-11.3517,236.18203,-11.35173
J320.4491+30.7333,320.4491,30.73335
J118.6430-05.3252,118.64309,-5.32529
J118.6430-05.3252,118.64309,-5.32529
J281.9887-21.2512,281.98872,-21.25123
J296.2577+41.6812,296.25778,41.68129
J101.9365-08.1985,101.9365,-8.19859
J094.1979+23.1891,94.19792,23.18916
J005.4015+58.3902,5.40151,58.39025
J279.8266-09.5713,279.82663,-9.57138
J330.4260+42.6921,330.42603,42.69211
J284.6906-05.8937,284.69062,-5.89376
J076.1435+45.7352,76.14351,45.73525
J006.9532+45.5257,6.9532,45.5257
J118.9090-13.1810,118.90902,-13.18106
J118.4737-14.3934,118.4737,-14.39341
J108.6557+01.0322,108.65574,1.03229
J113.4288-24.6310,113.42887,-24.63101
J101.8021-17.3454,101.80212,-17.34546
J188.8231+48.4566,188.82319,48.4566
J287.6454+04.8589,287.64543,4.85896
J237.9477-05.0983,237.94775,-5.09838
J063.5830-31.6496,63.58306,-31.64967
J237.0023-12.1761,237.00237,-12.17612
J077.8998+05.6878,77.89985,5.68785
J343.2685+56.9094,343.26857,56.90941
J271.1640+29.7991,271.16405,29.7991
J118.5881-23.4642,118.58819,-23.46428
J064.6926+14.9269,64.69264,14.92697
J299.7546+26.0066,299.75468,26.00664
J113.1639-28.6175,113.16392,-28.61758
J275.3640-09.7569,275.36404,-9.75695
J299.1508+27.8269,299.15083,27.82693
J284.4593-08.9751,284.4593,-8.97515
J263.7227-02.6403,263.72277,-2.64034
J278.8748+49.0521,278.8748,49.05219
J220.9769+35.8208,220.97699,35.82086
J291.7716+39.8014,291.77164,39.80141
J098.8360+19.8837,98.83607,19.8837
J324.4424+56.6099,324.44244,56.60994
J288.8652-19.6573,288.86526,-19.65736
J315.2208+37.7320,315.22086,37.73208
J111.1433-20.1611,111.1433,-20.16111
J091.2042+02.2640,91.20426,2.26405
J030.4669+52.1796,30.46697,52.17962
J220.8888+54.7154,220.88883,54.71541
J030.4849+53.6912,30.48492,53.69124
J030.2586+53.8777,30.25867,53.87778
J030.5603+54.9656,30.56034,54.96568
J159.7829-27.2262,159.78295,-27.22622
J286.0358+31.1692,286.03587,31.16926
J298.7285+23.7762,298.7286,23.77627
J300.5546-09.6047,300.55461,-9.60477
J336.1838+51.5708,336.18388,51.57084
J210.7751-14.2352,210.77513,-14.23526
J285.3190-17.7624,285.31902,-17.76243
J246.5310-00.9194,246.53107,-0.91942
J149.0855-16.9259,149.08553,-16.92599
J081.5893+15.3736,81.58933,15.37368
J081.2346+15.9878,81.23467,15.98782
J081.7066+16.6365,81.70667,16.63654
J024.4590+25.3797,24.45902,25.37978
J024.9641+31.4093,24.96413,31.40934
J053.2135+32.1881,53.21354,32.18817
J024.5621+36.9454,24.56215,36.94541
J285.8640-24.3374,285.86402,-24.3374
J104.0912+17.9179,104.0912,17.91797
J054.6305+46.1930,54.63059,46.19307
J104.2813+17.6905,104.28135,17.69054
J073.5909+19.6185,73.59095,19.61853
J073.0833+20.1667,73.08331,20.16676
J073.0206+20.2390,73.02065,20.23905
J104.0073+18.7094,104.00737,18.70944
J104.8646+19.3729,104.86461,19.37292
J054.1590+46.4906,54.15907,46.49067
J297.9729-01.4239,297.97297,-1.42394
J297.1532-01.3390,297.15321,-1.33901
J123.0603-13.6719,123.06032,-13.67197
J104.2448-00.9450,104.24486,-0.94507
J090.0756+14.9504,90.07561,14.95044
J273.6565+44.2885,273.65656,44.28856
J074.8093+13.7865,74.80937,13.78654
J111.9584+08.0698,111.95843,8.06981
J356.3646+35.1675,356.36466,35.16754
J269.4910+09.9716,269.49102,9.9716
J074.6052+15.4222,74.6052,15.42224
J027.2957+28.4178,27.2957,28.41781
J123.1465-14.8501,123.14659,-14.85011
J074.7231+16.6154,74.72313,16.61544
J099.1660-05.6448,99.16601,-5.64486
J106.8740+15.1389,106.87405,15.1389
J101.4364+19.2253,101.43648,19.22535
J107.5559-15.1959,107.55595,-15.19595
J287.4975+14.8323,287.49756,14.83232
J078.3927+34.6192,78.39277,34.61925
J287.6384+45.7790,287.63841,45.77901
J087.9177+35.2129,87.91772,35.21295
J169.3248-22.3619,169.32487,-22.36197
J100.1453-08.2308,100.14532,-8.23089
J318.5124+23.8724,318.51244,23.87248
J299.4814+15.0789,299.4814,15.07891
J063.6983+35.3097,63.69837,35.30976
J133.8272+28.8090,133.82721,28.80905
J118.2806-29.0141,118.28066,-29.01412
J320.1556+49.9451,320.15569,49.94519
J284.0290-12.7435,284.02902,-12.74353
J114.3819+43.7740,114.38198,43.77409
J290.9550+06.5916,290.95502,6.59161
J276.6784+13.1813,276.67844,13.1813
J015.0552+34.6289,15.05522,34.62897
J315.7967+53.0888,315.79672,53.08886
J099.0015-00.4024,99.00159,-0.40242
J254.1749+32.7229,254.17499,32.72296
J264.9930-23.2204,264.99301,-23.22046
J319.4085+31.3003,319.40852,31.30035
J107.5403+08.5354,107.54034,8.53549
J107.2700+06.9445,107.27003,6.94457
J303.0204+11.3917,303.02046,11.39172
J060.4626+36.9481,60.46267,36.94819
J060.4164+39.4730,60.41649,39.47307
J107.6234+34.9532,107.62347,34.95325
J093.5646+25.0539,93.56467,25.05393
J129.0270-17.6298,129.02704,-17.62987
J084.1045+45.8509,84.10453,45.85097
J075.5368+33.0947,75.53683,33.09471
J107.7107-05.9005,107.71076,-5.90053
J101.0458+19.3551,101.04587,19.35516
J085.9214+14.7058,85.92149,14.70583
J094.2562+01.9037,94.25627,1.90371
J094.7878+06.6570,94.78783,6.65704
J054.1255+61.8819,54.12559,61.88191
J268.0377+14.1648,268.03777,14.16486
J294.9992+14.7840,294.99929,14.78402
J297.6728+35.5936,297.67288,35.59362
J081.1510+28.9598,81.15108,28.95981
J301.8392+14.7090,301.8392,14.709
J300.0208+14.0726,300.02089,14.07267
J121.9132-21.1662,121.91329,-21.16626
J116.6050-16.9331,116.60503,-16.93317
J290.7077-24.8646,290.70773,-24.86461
J294.1318+27.1760,294.13186,27.17605
J277.7865+52.5879,277.78658,52.58792
J080.8247+43.4653,80.82478,43.46533
J052.1551+39.1943,52.1551,39.19434
J097.8091+19.0868,97.80915,19.08689
J268.8246-20.9343,268.82462,-20.93439
J089.8203+35.3897,89.8203,35.38977
J109.5911-09.6702,109.59119,-9.67028
J088.7915+15.3089,88.79157,15.3089
J103.5019+17.3616,103.50199,17.36164
J121.2227+02.3516,121.22277,2.35168
J116.5668+01.5732,116.5668,1.57324
J297.5033+35.3410,297.50332,35.34109
J325.0735+38.7059,325.07355,38.70597
J059.6257+46.6411,59.62574,46.64119
J098.7153+33.5172,98.71534,33.51723
J105.5939+14.3528,105.59396,14.3528
J031.4902+52.8715,31.49023,52.87151
J274.8531+04.1758,274.85311,4.17588
J295.5867+14.7575,295.58676,14.75752
J265.3913-17.7930,265.3913,-17.79308
J062.9425+51.5447,62.94254,51.5447
J118.7886+02.5192,118.78868,2.51929
J281.2856-18.1495,281.28568,-18.14954
J094.5715+16.9664,94.57157,16.96642
J302.7766+37.5131,302.77663,37.51318
J106.2590-15.2978,106.25901,-15.29783
J106.2526-16.9174,106.25268,-16.91744
J106.5464-18.0016,106.54643,-18.00167
J106.0173-24.0081,106.01739,-24.00816
J296.0962+14.4181,296.09624,14.41811
J285.8872+15.2069,285.88729,15.20691
J109.0953+13.4844,109.09535,13.48441
J321.9061+51.1576,321.90611,51.15767
J102.2062-14.2314,102.20621,-14.23146
J014.5807+58.0949,14.58071,58.09494
J084.6909+15.0026,84.69092,15.00262
J092.8462+14.8121,92.84624,14.81212
J092.5829+14.8652,92.58292,14.86529
J106.7329-09.9730,106.7329,-9.97308
J106.7439-09.5702,106.74398,-9.57028
J086.7083+35.1758,86.70836,35.17582
J095.0192+10.1419,95.01926,10.14196
J095.8342+14.9911,95.83429,14.99119
J087.3242+14.9940,87.3242,14.99401
J114.6452-22.8050,114.64522,-22.80509
J298.9208-19.2238,298.92088,-19.22382
J130.2212-27.4066,130.2212,-27.40661
J007.8846+55.6010,7.88463,55.60101
J114.1967+17.0818,114.1967,17.08185
J240.5910-21.5913,240.59103,-21.59133
J338.6579+39.3944,338.65799,39.39448
J338.2524+39.4385,338.25245,39.43856
J092.4958+38.1918,92.49587,38.19188
J339.5672+37.4432,339.56728,37.44328
J339.4852+39.9932,339.48527,39.99325
J034.6526+55.8866,34.65268,55.88669
J292.0462-15.2382,292.04621,-15.23826
J112.2453-06.3088,112.24531,-6.30882
J279.0156+05.6331,279.01561,5.63312
J112.1774-06.6599,112.1774,-6.65994
J093.1281+10.0066,93.12814,10.00664
J099.4551-27.7844,99.45516,-27.78442
J099.2476-27.7295,99.24767,-27.72954
J106.1003+16.9344,106.10035,16.93447
J099.7762-27.0112,99.77626,-27.0112
J302.1416+09.0214,302.14163,9.02149
J309.4033+29.1356,309.40335,29.13563
J107.3529+04.5563,107.35293,4.55632
J302.5237+58.6498,302.52372,58.64981
J303.5342+11.1142,303.53422,11.11428
J265.1792+02.3903,265.17925,2.3903
J270.0626-15.6020,270.06262,-15.60205
J254.9251-17.6789,254.92513,-17.67897
J296.8813+29.5136,296.88136,29.51363
J274.9300-17.8410,274.93002,-17.84109
J318.3858+33.7375,318.3858,33.73759
J318.2133+33.7797,318.21339,33.77971
J309.6920-09.0998,309.69209,-9.09983
J309.0434-10.2626,309.04348,-10.26265
J318.9849+39.1724,318.9849,39.17242
J093.9011+24.9000,93.90113,24.90007
J129.5849-13.2407,129.58499,-13.24072
J303.2771+15.3815,303.27715,15.38156
J129.3284-16.7253,129.32849,-16.72536
J284.3443+19.6579,284.34438,19.65799
J093.0213+36.6220,93.02134,36.62204
J311.2637+30.7545,311.26373,30.75454
J265.3760+30.9580,265.37601,30.95805
J117.5413-08.7710,117.54137,-8.77104
J036.5676+28.3126,36.56763,28.3126
J107.9507-02.5898,107.95075,-2.58985
J075.2100+33.2518,75.21005,33.25185
J036.3984+33.2706,36.39846,33.27061
J101.6846+08.3306,101.68466,8.33066
J100.9611-12.6305,100.96119,-12.63057
J117.9883-18.0182,117.9883,-18.01824
J275.7106+03.0259,275.71062,3.02599
J113.5215+03.3771,113.52151,3.37712
J284.8703+39.9702,284.87031,39.97027
J101.3203+24.9267,101.32036,24.92678
J062.6773+17.0983,62.67738,17.09839
J085.7022+14.6119,85.70229,14.61199
J342.8002+46.0408,342.8002,46.04081
J279.3489+37.0651,279.34894,37.06518
J113.1012+33.0752,113.10124,33.07525
J062.0488+43.2619,62.04885,43.26196
J275.2565+10.0065,275.25656,10.00659
J311.3892+43.8775,311.38923,43.87759
J025.9973+59.2771,25.99732,59.27715
J294.5973+36.1392,294.59731,36.13925
J288.1374+44.3803,288.13741,44.38033
J262.1643-04.0799,262.16437,-4.07999
J305.8705-13.0740,305.87058,-13.07406
J291.3236+18.4362,291.32365,18.43621
J294.5087+37.5698,294.50879,37.56981
J089.0299-17.4518,89.02993,-17.45188
J298.4788+06.2857,298.47886,6.28576
J335.2331+48.8942,335.23314,48.89421
J262.4912-16.6053,262.49121,-16.60535
J123.2458-11.9747,123.2458,-11.97475
J248.5081-22.0743,248.50816,-22.07434
J111.3614+07.8602,111.36146,7.86021
J314.3448+47.0779,314.34486,47.07795
J291.6849+26.8454,291.68498,26.84545
J294.5663+41.0104,294.56633,41.01049
J262.4330-19.6274,262.43303,-19.62747
J074.5820+39.1159,74.58209,39.11599
J269.2432+19.1514,269.24328,19.15146
J269.1097+19.4904,269.10978,19.49041
J291.6650+27.5055,291.66506,27.50559
J097.3877-02.2859,97.38771,-2.28594
J286.2733+16.2194,286.27334,16.21948
J123.2760-26.7420,123.276,-26.74208
J281.9068+43.8150,281.90682,43.81508
J306.1598+23.1399,306.15982,23.13999
J090.3429+32.3604,90.34293,32.36046
J291.8987+30.5969,291.89875,30.59693
J123.7555-29.7637,123.75551,-29.76374
J123.4508-30.8404,123.45083,-30.84043
J306.9560+24.7747,306.95605,24.77474
J269.9274-00.2935,269.92746,-0.29354
J111.8757-06.1857,111.87579,-6.18573
J315.8740+26.3410,315.87403,26.34103
J306.8597+30.5676,306.85979,30.56761
J286.1638+20.5111,286.16388,20.51112
J349.0734+49.2997,349.07343,49.29974
J282.7049-17.2117,282.70499,-17.21179
J349.5899+49.3727,349.58991,49.37275
J268.6943+00.2121,268.69438,0.21211
J349.3856+50.3258,349.38565,50.32584
J096.6280+34.0586,96.62805,34.05861
J260.7877-18.2181,260.78773,-18.2181
J282.5030-18.7334,282.50303,-18.73346
J280.2243-07.5550,280.22437,-7.55504
J049.6030+16.5844,49.60305,16.5845
J115.2037-29.7675,115.20376,-29.76758
J300.1557+05.8806,300.15576,5.88063
J109.4538-21.6472,109.45384,-21.64723
J287.2592-23.1250,287.25922,-23.12508
J287.4863-24.6669,287.48632,-24.66696
J070.3406+40.0824,70.34066,40.08244
J268.5797+06.1877,268.57974,6.18772
J268.0414+06.4490,268.0414,6.449
J294.3311+12.6737,294.33116,12.67371
J300.1404+09.3131,300.14045,9.31317
J300.3695+09.4972,300.3695,9.4973
J300.1244+09.5181,300.12444,9.51819
J109.8366-26.2827,109.83666,-26.2827
J268.9318+14.2659,268.93188,14.26598
J109.7772-26.8673,109.77729,-26.86733
J268.2123+15.1414,268.21235,15.1414
J096.2619+64.7467,96.26197,64.74676
J096.5812-00.1600,96.5812,-0.16008
J049.3608+57.6335,49.36084,57.63352
J096.6164-00.6243,96.61649,-0.62433
J288.2348+02.1494,288.23485,2.14942
J297.9490+35.0580,297.94906,35.05808
J300.9045+13.7900,300.90459,13.79002
J313.6020+46.4512,313.60201,46.45125
J282.4806-23.6240,282.48061,-23.62408
J282.5642-23.5692,282.56429,-23.56925
J300.8254+14.4943,300.82542,14.49438
J300.6885+14.6962,300.68859,14.69621
J300.9503+14.7385,300.9503,14.73854
J300.8724+14.7500,300.87241,14.75006
J116.8686+43.2436,116.86864,43.24369
J144.0561-04.8294,144.05612,-4.82947
J088.9400+47.4545,88.94005,47.45455
J294.3278+16.6530,294.32787,16.65308
J300.6633+15.6021,300.66335,15.60218
J071.3808+26.4127,71.38082,26.41273
J297.3863+36.4967,297.3863,36.49674
J277.2483+46.6995,277.24833,46.69954
J121.9512-30.0318,121.95124,-30.03182
J089.8110+08.6977,89.81106,8.69773
J245.8473-02.1269,245.84737,-2.12692
J245.9532-04.6026,245.95324,-4.60264
J121.4489-30.3882,121.44897,-30.38825
J268.0476-15.4793,268.04769,-15.4793
J352.5777+34.3491,352.57777,34.3491
J261.0117-12.0664,261.01171,-12.06646
J245.1952-18.5272,245.19525,-18.5272
J300.4404+26.9521,300.44048,26.95211
J352.8914+35.7978,352.89149,35.79786
J288.5692+16.0376,288.56922,16.03769
J080.0688+43.1543,80.06889,43.15439
J285.5767-09.9169,285.57678,-9.91694
J352.6042+44.7073,352.60422,44.70736
J285.5315-11.7756,285.53156,-11.77565
J261.5134-14.5950,261.51342,-14.595
J285.3666-11.5586,285.36668,-11.55867
J022.1160+41.6309,22.11601,41.63093
J300.6736+31.2200,300.67369,31.22007
J334.5255+38.6603,334.52558,38.66036
J246.8942+02.3827,246.89427,2.38272
J080.8201+70.1211,80.82013,70.12112
J080.7723-00.6688,80.77238,-0.66883
J246.3048+03.6363,246.3048,3.63638
J023.3478+14.7879,23.34788,14.78797
J280.2585-21.3609,280.25853,-21.3609
J089.7388+23.5337,89.7388,23.53373
J352.3556-04.8086,352.35561,-4.80864
J294.9959+30.1452,294.99591,30.14525
J334.6258+45.0221,334.62586,45.02218
J334.4946+45.5709,334.49465,45.57095
J294.7835+30.3579,294.78354,30.35798
J122.9607-08.2699,122.96079,-8.26996
J110.6970-07.1599,110.69707,-7.15998
J288.1467+28.2916,288.14673,28.2916
J323.3708+48.4057,323.37085,48.40575
J283.2916+25.4283,283.29163,25.42836
J268.9196-21.8225,268.91966,-21.82253
J300.2454+34.0802,300.24541,34.08029
J149.4473-28.3068,149.44732,-28.30683
J122.6583-19.0920,122.6583,-19.09201
J314.7082+32.9417,314.70826,32.94172
J323.4245+48.3806,323.42454,48.38065
J053.8893+38.9956,53.88933,38.99562
J288.4636+31.5957,288.46364,31.59578
J283.2883+30.3614,283.28837,30.36148
J281.9843+08.6187,281.98435,8.61877
J299.4662-01.4487,299.46626,-1.44875
J299.8061-02.8011,299.80611,-2.80111
J242.7817-24.5042,242.78178,-24.50421
J242.5034-24.3116,242.50349,-24.31163
J294.6400+07.8140,294.64008,7.81405
J103.3292+16.5487,103.32923,16.5487
J096.0587+27.9234,96.05876,27.92342
J280.8803-06.5400,280.88031,-6.54
J048.9832+43.9082,48.98325,43.90828
J260.0786-20.1361,260.07866,-20.13611
J019.4307+51.3977,19.43075,51.3977
J300.0022+12.6871,300.00224,12.68713
J333.1649+46.9989,333.16492,46.99891
J297.7584+38.9976,297.75849,38.9976
J300.5907+21.4180,300.59072,21.41801
J286.0891+25.0579,286.08917,25.05793
J263.7702-18.8694,263.77024,-18.8694
J105.9709+10.1737,105.97093,10.17378
J105.1973+10.3555,105.19737,10.35557
J283.6064-18.5120,283.60642,-18.51202
J162.1749-01.2317,162.17497,-1.23174
J301.8069+11.8915,301.80693,11.89158
J325.9490+39.5890,325.94904,39.58903
J263.0048-18.4104,263.00482,-18.41047
J301.5657+12.5657,301.56579,12.56576
J301.8806+12.1155,301.88064,12.11559
J263.1402-19.1987,263.1402,-19.19872
J325.2762+40.5393,325.27624,40.53932
J098.5558+33.2339,98.55584,33.23399
J252.6561-11.3622,252.6561,-11.36229
J252.9642-14.9575,252.96423,-14.95753
J295.0443+04.8467,295.04437,4.84677
J252.7234-16.6345,252.72342,-16.63459
J098.2012+36.9578,98.20127,36.95785
J205.8627-28.3469,205.86273,-28.3469
J103.0424-01.9409,103.04243,-1.94092
J096.0914-06.8830,96.09145,-6.88309
J110.8879+02.7460,110.88792,2.74606
J071.3844+14.6118,71.38447,14.6118
J300.3890+15.5822,300.38901,15.5822
J283.1238+15.7099,283.12384,15.70992
J277.1337+47.3598,277.13375,47.35981
J089.7646+09.7429,89.76466,9.74293
J290.4473-24.0524,290.44739,-24.05247
J352.3667+34.9352,352.36678,34.93525
J116.1326-17.5571,116.13264,-17.55711
J277.8739+50.1322,277.87396,50.13221
J051.9909+49.8715,51.99093,49.87156
J080.5000+43.2231,80.50008,43.22318
J080.9997+43.4169,80.99976,43.41696
J285.6500-09.2059,285.65001,-9.20599
J314.6640+00.7295,314.664,0.72955
J022.4039+37.5575,22.4039,37.55755
J314.0750+17.2223,314.07504,17.22236
J097.9782+15.0682,97.9782,15.06828
J097.6343+15.1230,97.63432,15.123
J080.8214+60.5490,80.82145,60.54909
J285.6293-13.1611,285.6293,-13.16117
J314.8074+24.2592,314.80745,24.25927
J023.7111+41.5078,23.71118,41.5078
J116.2807-24.7765,116.28077,-24.77651
J122.3902-07.2852,122.39022,-7.28521
J089.5797+27.4884,89.57974,27.48843
J089.4876+27.4894,89.48766,27.48942
J288.5584+28.3481,288.55847,28.34819
J314.6187+31.9121,314.61872,31.91211
J149.4456-13.9305,149.44568,-13.9305
J283.1621+27.3817,283.16211,27.38174
J149.4265-27.4950,149.42654,-27.49501
J285.6926-18.4173,285.6926,-18.41732
J334.0381+50.1572,334.03819,50.15723
J024.7279+55.3506,24.72791,55.35065
J282.2306-12.4702,282.23064,-12.47028
J294.4232+04.8613,294.42324,4.86136
J299.1399-02.6504,299.13995,-2.65042
J096.0619+24.7052,96.06195,24.70521
J103.8588+17.7533,103.85886,17.75331
J103.3744+17.4883,103.37444,17.48831
J103.2100+17.6285,103.21006,17.62858
J332.6774-02.7966,332.67747,-2.79666
J069.5551+59.5209,69.55512,59.52098
J299.4619-18.3596,299.46195,-18.3596
J277.9945+07.1485,277.99455,7.1485
J070.7367+43.5903,70.73678,43.59037
J088.5147+36.3757,88.51475,36.37577
J019.0648+51.2318,19.06489,51.2318
J322.5851+49.9383,322.58518,49.93833
J290.8470-13.6368,290.84702,-13.63685
J105.1161+10.1169,105.11615,10.11697
J283.9973-18.2861,283.9973,-18.28613
J301.5914+12.1605,301.5914,12.16051
J295.1697+03.3220,295.16971,3.32203
J105.9541+14.1823,105.95414,14.18236
J105.2224+14.5075,105.22245,14.50758
J222.6122-26.7330,222.61221,-26.73301
J295.7316+04.8707,295.7316,4.87079
J291.4760+54.2248,291.47609,54.22488
J031.9009+54.9007,31.90092,54.90076
J301.0741+15.2948,301.07413,15.2948
J301.9782+15.3326,301.97821,15.3326
J283.3308-20.6045,283.33083,-20.60459
J112.5488+09.2850,112.54886,9.28502
J274.9788+05.0535,274.97881,5.05357
J274.8672+05.6479,274.86723,5.64792
J031.0484+57.0591,31.0484,57.05911
J286.8264+51.5952,286.8264,51.59527
J307.2445+10.6134,307.24451,10.61348
J098.5600-15.6045,98.56007,-15.60453
J098.6078-18.5289,98.60787,-18.52893
J307.2026+16.1955,307.20263,16.19556
J091.7921-10.7101,91.79214,-10.71018
J126.2868-22.0471,126.2868,-22.04715
J307.1030+18.1204,307.10308,18.12047
J126.0391-25.9675,126.0391,-25.96757
J117.1631-28.9580,117.16312,-28.95802
J076.6732+14.8954,76.67321,14.89546
J293.3372+13.5167,293.33724,13.51675
J094.0165+08.4318,94.01651,8.43187
J131.1595-10.8116,131.15954,-10.81164
J265.4230-18.7788,265.423,-18.77884
J118.9043+02.7896,118.90433,2.78961
J004.0874+53.6625,4.08741,53.66251
J265.3069-18.5165,265.30698,-18.51653
J113.7579-03.7038,113.75793,-3.70386
J296.7640+37.9078,296.76405,37.90789
J076.4701+27.1212,76.47015,27.12126
J286.9350-19.7489,286.93507,-19.74891
J076.9386+30.1903,76.93863,30.19035
J131.4259-14.3061,131.4259,-14.30612
J038.3127+51.4955,38.31279,51.49555
J299.6602+15.2329,299.66024,15.23292
J320.3185+10.9901,320.31858,10.99018
J311.4883+47.5837,311.48831,47.58375
J281.7847-19.7622,281.78478,-19.76224
J131.2427-23.4382,131.24275,-23.43821
J299.0913+15.5989,299.0913,15.59898
J038.3560+55.8007,38.356,55.8007
J292.1302-04.8813,292.13021,-4.88133
J292.7338-04.8372,292.73381,-4.83722
J296.5762+08.1343,296.57621,8.13434
J106.6668-16.5569,106.6668,-16.55695
J309.5244+05.6310,309.52442,5.63105
J106.6182-24.9925,106.61821,-24.99255
J309.3390+16.1414,309.33908,16.14141
J317.7473+45.8007,317.74737,45.80079
J309.2965+25.3861,309.29656,25.38619
J309.1805+25.7119,309.18056,25.71192
J309.2513+25.2138,309.25138,25.21386
J302.3809+46.2389,302.38096,46.23899
J318.8665+25.8525,318.86657,25.8525
J309.2936+34.6687,309.29364,34.66877
J302.8351+51.1094,302.83515,51.10947
J302.0229+51.3862,302.02299,51.38627
J013.7861+50.6907,13.78617,50.69071
J285.3102+14.9967,285.31026,14.99675
J285.0373+15.0410,285.03732,15.041
J087.2139+32.0431,87.21393,32.04313
J293.4272-00.7390,293.42725,-0.73901
J087.0734+33.0572,87.0734,33.05728
J198.6391+03.4147,198.6391,3.4147
J014.0932+49.4402,14.09325,49.44026
J095.7668-16.5529,95.76682,-16.55299
J014.2299+50.9785,14.22996,50.97858
J095.0469-16.1492,95.04694,-16.14925
J120.9953-05.8730,120.99532,-5.87307
J293.0773-02.5210,293.07731,-2.52105
J259.8053-14.8763,259.80533,-14.87636
J099.7013+15.0167,99.70139,15.01672
J302.3760+49.0565,302.37604,49.05655
J085.1913+19.0799,85.19139,19.07998
J118.3034+06.1855,118.3034,6.18557
J320.5178+22.8203,320.51785,22.8203
J041.9512+45.1261,41.95123,45.12613
J239.5527+23.1882,239.55271,23.18828
J043.8157+40.5839,43.81574,40.58398
J067.2678+32.5078,67.26784,32.50781
J120.8388-19.6892,120.83886,-19.68927
J099.8247-14.2616,99.82478,-14.26161
J302.3830+19.5131,302.38305,19.51317
J076.7800+38.0815,76.78008,38.08156
J186.6093-04.9428,186.60932,-4.94289
J113.7158-15.8606,113.71582,-15.8606
J118.9309-28.1300,118.9309,-28.13008
J134.8857-25.7224,134.88579,-25.72241
J114.5643-10.7387,114.56438,-10.73875
J259.8880-00.9070,259.888,-0.90708
J102.8979-13.9245,102.89797,-13.92456
J138.7633-23.3624,138.76334,-23.3624
J347.7775+39.4035,347.77756,39.40355
J095.2912-25.6634,95.29123,-25.66343
J120.9722-21.9592,120.97222,-21.95926
J127.4035+20.6981,127.40357,20.69819
J092.4439+08.7094,92.44394,8.7094
J092.0055+08.8946,92.0055,8.89465
J270.0121-02.9033,270.01218,-2.90339
J127.9023+36.8432,127.90236,36.84328
J274.5190-07.0695,274.51905,-7.06956
J315.6487-03.0927,315.64874,-3.09272
J128.2694-18.5568,128.26945,-18.55687
J339.0986+40.9087,339.09867,40.90876
J033.9151+54.7095,33.91511,54.70953
J084.4889+22.6397,84.48893,22.63974
J093.8226+08.0205,93.8226,8.02053
J292.9527-15.1222,292.9527,-15.12222
J319.3202+30.1534,319.32021,30.15346
J296.9755+26.1610,296.97554,26.16101
J284.0232+14.5644,284.02321,14.5644
J112.3754-06.7738,112.37542,-6.77383
J112.9392-06.7101,112.93921,-6.71011
J100.6961-13.1490,100.69618,-13.14905
J176.5450-18.1901,176.54503,-18.19015
J284.0247+14.8158,284.02477,14.81582
J059.7704+49.5591,59.77041,49.55914
J059.7159+49.7590,59.71597,49.75909
J106.0014+17.7000,106.00142,17.70001
J106.2794+36.7400,106.27948,36.74002
J100.3719+00.4339,100.37194,0.43399
J302.4716+13.9676,302.47169,13.96762
J309.7833+28.3335,309.78331,28.33356
J309.3985+29.9187,309.39858,29.91872
J107.6327+01.8214,107.63279,1.82142
J318.2321+19.3683,318.23218,19.36837
J107.0917+01.9360,107.09178,1.93606
J107.2803+06.7616,107.28036,6.76164
J107.1105+06.7708,107.11053,6.77088
J279.8340+08.3218,279.83404,8.32184
J129.6907-04.6194,129.69071,-4.61944
J100.7437-22.5264,100.74376,-22.52643
J117.6918+19.7648,117.69189,19.76485
J060.2966+35.2397,60.29667,35.23979
J060.7952+35.0250,60.79526,35.02507
J060.2361+35.6778,60.23612,35.67782
J233.5585+13.6418,233.55859,13.64187
J296.0699+29.2567,296.06998,29.25676
J265.4373+05.0672,265.43734,5.06727
J035.6727+49.4464,35.67274,49.44645
J093.3115+23.3769,93.31157,23.37693
J093.2061+23.6679,93.20611,23.6679
J302.9633-17.5966,302.96337,-17.59666
